Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
SAG,0,0,0,0,22.78,0.171691287,0.057230429
SIRPA,0,0,1.9,0.019151295,20.23,0.152472113,0.057207803
HDAC7,0,0,0,0,22.77,0.171615918,0.057205306
C1ORF116,0,0,0,0,22.77,0.171615918,0.057205306
SARNP,0.01,0.014285714,0,0,20.87,0.157295749,0.057193821
FBLN2,0,0,2.17,0.021872795,19.86,0.149683449,0.057185415
EBI3,0.02,0.028571429,3.53,0.035581091,14.25,0.107401266,0.057184595
ARHGAP1,0,0,1.98,0.019957666,20.11,0.151567682,0.057175116
GLDC,0,0,0,0,22.75,0.171465179,0.05715506
RRAS,0,0,4.31,0.043443201,16.98,0.127977088,0.057140096
RBM24,0,0,0.81,0.0081645,21.66,0.163249925,0.057138142
ATAD2,0,0,0,0,22.74,0.17138981,0.057129937
RAB11B,0,0,3.82,0.038504183,17.63,0.132876093,0.057126759
MIR192,0,0,6.86,0.069146255,13.56,0.102200784,0.05711568
CHRNA1,0,0,0,0,22.73,0.171314441,0.057104814
MIR212,0,0,4.02,0.040520109,17.35,0.130765752,0.057095287
LINC00240,0.1,0.142857143,0,0,3.77,0.02841423,0.057090458
CCL24,0,0,3.31,0.033363572,18.29,0.137850467,0.057071346
TNNI3K,0,0,14.5,0.146154622,3.32,0.025022611,0.057059078
SOBP,0,0,3.44,0.034673924,18.11,0.13649382,0.057055915
ZHX2,0,0,2.68,0.027013406,19.12,0.14410612,0.057039842
GALNT1,0,0,0.98,0.009878036,21.39,0.161214953,0.057030996
PEX14,0,0,9.73,0.098074791,9.68,0.072957492,0.057010761
CPNE4,0,0,1.93,0.019453684,20.1,0.151492312,0.056981999
DERL3,0,0,0,0,22.68,0.170937594,0.056979198
CRTC2,0,0,1.74,0.017538555,20.35,0.153376545,0.0569717
NRBP1,0,0,2.47,0.024896684,19.37,0.145990353,0.056962346
POU2F2,0,0,0,0,22.67,0.170862225,0.056954075
ERP29,0,0,0,0,22.67,0.170862225,0.056954075
TMC5,0,0,0,0,22.67,0.170862225,0.056954075
SFRP2,0,0,0,0,22.67,0.170862225,0.056954075
XCL1,0,0,0,0,22.67,0.170862225,0.056954075
SPON2,0,0,0,0,22.67,0.170862225,0.056954075
SMPX,0,0,0,0,22.67,0.170862225,0.056954075
ZNF608,0,0,1.14,0.011490777,21.14,0.159330721,0.056940499
TMEM59,0,0,4.1,0.041326479,17.18,0.129484474,0.056936984
IL15RA,0.01,0.014285714,3.04,0.030642072,16.7,0.125866747,0.056931511
PSMC5,0,0,3.1,0.03124685,18.51,0.139508592,0.056918481
LHFPL1,0,0,0.57,0.005745389,21.89,0.164983419,0.056909603
TNS1,0,0,2.69,0.027114202,19.05,0.143578535,0.056897579
PI16,0,0,1.22,0.012297147,21.01,0.15835092,0.056882689
UBE2F,0,0,1.01,0.010180425,21.29,0.16046126,0.056880562
ENSA,0,0,1.33,0.013405907,20.86,0.15722038,0.056875429
MTFP1,0,0,1.98,0.019957666,19.99,0.15066325,0.056873639
LGMN,0,0,2.48,0.02499748,19.32,0.145613506,0.056870329
BCL10,0,0,0,0,22.63,0.170560748,0.056853583
EDC3,0,0,4.95,0.049894164,16.01,0.120666265,0.056853476
DUOX1,0.01,0.014285714,3.56,0.035883479,15.97,0.120364787,0.05684466
UMPS,0,0,5.59,0.056345126,15.15,0.114184504,0.05684321
TSSK2,0,0,0,0,22.62,0.170485378,0.056828459
CDK6,0,0,0,0,22.61,0.170410009,0.056803336
KRR1,0,0,0,0,22.61,0.170410009,0.056803336
VSTM2B,0,0,0,0,22.61,0.170410009,0.056803336
AP2S1,0,0,0,0,22.61,0.170410009,0.056803336
ARID3C,0,0,0,0,22.61,0.170410009,0.056803336
C15ORF61,0,0,0,0,22.61,0.170410009,0.056803336
HBB-BS,0,0,0,0,22.61,0.170410009,0.056803336
AMY1A,0,0,0,0,22.61,0.170410009,0.056803336
RAB3D,0,0,1.62,0.016328999,20.44,0.154054869,0.056794623
COA1,0,0,0,0,22.6,0.17033464,0.056778213
SRPK3,0,0,0,0,22.6,0.17033464,0.056778213
GRB2,0,0,0,0,22.6,0.17033464,0.056778213
NVL,0,0,0,0,22.59,0.17025927,0.05675309
UBE2D4,0,0,0,0,22.59,0.17025927,0.05675309
OTOF,0,0,0,0,22.59,0.17025927,0.05675309
SMAP2,0,0,0,0,22.59,0.17025927,0.05675309
SDK1,0,0,0,0,22.59,0.17025927,0.05675309
USP44,0,0,0,0,22.59,0.17025927,0.05675309
CCSER1,0,0,0,0,22.59,0.17025927,0.05675309
HESX1,0,0,0,0,22.59,0.17025927,0.05675309
OLFR1180,0,0,0,0,22.58,0.170183901,0.056727967
OLFR967,0,0,0,0,22.58,0.170183901,0.056727967
MIR98,0,0,3.82,0.038504183,17.47,0.131670184,0.056724789
PILRA,0,0,0,0,22.56,0.170033162,0.056677721
NDUFA3,0,0,0,0,22.56,0.170033162,0.056677721
AGPAT4,0,0,0,0,22.56,0.170033162,0.056677721
KHDRBS1,0,0,0,0,22.56,0.170033162,0.056677721
NR2F1,0,0,0,0,22.56,0.170033162,0.056677721
LPAR3,0,0,0,0,22.56,0.170033162,0.056677721
SLC16A5,0,0,0,0,22.56,0.170033162,0.056677721
MYO5C,0,0,0,0,22.56,0.170033162,0.056677721
CSNK2B,0,0,0,0,22.56,0.170033162,0.056677721
SLIT1,0,0,0,0,22.56,0.170033162,0.056677721
RETNLA,0,0,0,0,22.56,0.170033162,0.056677721
RNF113A,0,0,6.6,0.066525552,13.73,0.103482062,0.056669205
TFDP1,0,0,0,0,22.55,0.169957793,0.056652598
NASP,0,0,0,0,22.55,0.169957793,0.056652598
CDCA5,0,0,0,0,22.55,0.169957793,0.056652598
ARAP1,0,0,0.94,0.009474851,21.29,0.16046126,0.05664537
GSDMA,0,0,2.06,0.020764036,19.79,0.149155864,0.056639967
PLA2G5,0.01,0.014285714,4.44,0.044753553,14.71,0.110868254,0.05663584
SPRR3,0,0,1.61,0.016228203,20.39,0.153678022,0.056635408
PLCB3,0,0,2.32,0.023384739,19.43,0.146442569,0.056609103
NONO,0,0,5.1,0.051406108,15.71,0.118405185,0.056603764
PPP2CA,0,0,0,0,22.53,0.169807055,0.056602352
ALDH5A1,0,0,0,0,22.53,0.169807055,0.056602352
TASOR,0,0,1.44,0.014514666,20.6,0.155260778,0.056591815
SIGMAR1,0,0,0,0,22.52,0.169731685,0.056577228
TMEM116,0,0,1.62,0.016328999,20.35,0.153376545,0.056568515
BTRC,0,0,4.07,0.04102409,17.07,0.128655412,0.056559834
BTG1,0,0,0,0,22.51,0.169656316,0.056552105
PTN,0,0,2.86,0.028827739,18.68,0.14078987,0.056539203
IL22,0.01,0.014285714,7.11,0.071666163,11.1,0.083659934,0.05653727
HNRNPUL1,0.01,0.014285714,2.64,0.026610221,17.07,0.128655412,0.056517116
PLCB4,0,0,7.22,0.072774922,12.84,0.096774194,0.056516372
ASH1L,0,0,5.34,0.053825219,15.34,0.115616521,0.05648058
MLH3,0,0,7.38,0.074387663,12.61,0.095040699,0.056476121
PKN2,0,0,1.59,0.01602661,20.35,0.153376545,0.056467718
PPOX,0,0,11.31,0.114000605,7.35,0.055396443,0.056465683
RPS26,0,0,5.26,0.053018849,15.44,0.116370214,0.056463021
OPRL1,0,0,3.06,0.030843665,18.38,0.138528791,0.056457485
DMRT1,0,0,4.63,0.046668683,16.27,0.122625867,0.056431517
SLC12A5,0,0,0,0,22.46,0.169279469,0.05642649
GAS2L3,0,0,0,0,22.46,0.169279469,0.05642649
ARAF,0,0,0,0,22.46,0.169279469,0.05642649
ADCYAP1R1,0,0,0,0,22.46,0.169279469,0.05642649
E2F5,0,0,0,0,22.46,0.169279469,0.05642649
EWSR1,0,0,0,0,22.46,0.169279469,0.05642649
PBX3,0,0,0,0,22.46,0.169279469,0.05642649
OSMR,0,0,0,0,22.46,0.169279469,0.05642649
RNF19A,0,0,0,0,22.46,0.169279469,0.05642649
ADI1,0,0,0,0,22.46,0.169279469,0.05642649
GABRA5,0,0,0,0,22.46,0.169279469,0.05642649
PSME2,0,0,0,0,22.46,0.169279469,0.05642649
USP36,0,0,0,0,22.46,0.169279469,0.05642649
BST2,0,0,0,0,22.46,0.169279469,0.05642649
MED13,0,0,2.18,0.021973591,19.54,0.147271631,0.056415074
ADCY8,0,0,3.56,0.035883479,17.69,0.133328309,0.056403929
FABP6,0,0,0,0,22.45,0.1692041,0.056401367
TSPAN12,0,0,0,0,22.45,0.1692041,0.056401367
DDX60,0,0,0,0,22.45,0.1692041,0.056401367
RPL26,0,0,5.3,0.053422034,15.36,0.11576726,0.056396431
ZNF32,0,0,0,0,22.44,0.169128731,0.056376244
PKD2L1,0,0,9.66,0.097369217,9.52,0.071751583,0.0563736
ITGA8,0,0,6.57,0.066223163,13.65,0.102879108,0.056367424
OXR1,0,0,3.09,0.031146054,18.29,0.137850467,0.056332174
PYY,0,0,4.24,0.042737627,16.75,0.126243594,0.056327074
PRND,0,0,0,0,22.42,0.168977992,0.056325997
TRAPPC3,0,0,0,0,22.41,0.168902623,0.056300874
CYSRT1,0,0,0,0,22.41,0.168902623,0.056300874
RNF8,0,0,0,0,22.41,0.168902623,0.056300874
RBM48,0,0,0,0,22.41,0.168902623,0.056300874
H2AC13,0,0,0,0,22.41,0.168902623,0.056300874
BTN3A2,0,0,0,0,22.41,0.168902623,0.056300874
BAHCC1,0,0,0,0,22.41,0.168902623,0.056300874
ENPP3,0,0,7.7,0.077613144,12.11,0.091272234,0.056295126
CHMP4B,0,0,3.89,0.039209757,17.2,0.129635213,0.056281657
RHOD,0,0,6.73,0.067835904,13.39,0.100919506,0.056251803
COTL1,0,0,0,0,22.39,0.168751884,0.056250628
CRY1,0,0,0,0,22.39,0.168751884,0.056250628
CYB5R3,0,0,0,0,22.39,0.168751884,0.056250628
RBFOX1,0,0,4.33,0.043644794,16.59,0.125037685,0.056227493
ROS1,0.02,0.028571429,4.8,0.04838222,12.17,0.09172445,0.056226033
PES1,0,0,0,0,22.38,0.168676515,0.056225505
ADD2,0,0,2.04,0.020562443,19.65,0.148100693,0.056221045
FNDC5,0,0,6.47,0.0652152,13.72,0.103406693,0.056207298
AGXT2,0.02,0.028571429,2.34,0.023586332,15.45,0.116445583,0.056201115
NPTX1,0,0,1.12,0.011289185,20.87,0.157295749,0.056194978
PDGFD,0.01,0.014285714,4.02,0.040520109,15.09,0.113732288,0.05617937
SERPINB1A,0,0,0,0,22.36,0.168525776,0.056175259
CRKL,0,0,5.43,0.054732386,15.09,0.113732288,0.056154891
ATP6V0D1,0,0,0,0,22.35,0.168450407,0.056150136
PPP1R15B,0,0,0,0,22.35,0.168450407,0.056150136
ITM2B,0,0,0,0,22.35,0.168450407,0.056150136
FOLR2,0,0,0,0,22.35,0.168450407,0.056150136
PLD3,0,0,0,0,22.35,0.168450407,0.056150136
RBM33,0,0,0,0,22.35,0.168450407,0.056150136
OLFML2A,0,0,0,0,22.35,0.168450407,0.056150136
RGS17,0,0,0,0,22.35,0.168450407,0.056150136
ARF6,0,0,0,0,22.35,0.168450407,0.056150136
SEPTIN11,0,0,0,0,22.35,0.168450407,0.056150136
PCBP2,0,0,0,0,22.35,0.168450407,0.056150136
ETV1,0,0,3.64,0.03668985,17.48,0.131745553,0.056145134
NTN4,0,0,0.65,0.006551759,21.47,0.161817908,0.056123222
NDUFA12,0,0,9.72,0.097973995,9.34,0.070394935,0.056122977
SFTA2,0.1,0.142857143,0,0,3.38,0.025474827,0.056110657
OS9,0,0,1.57,0.015825018,20.23,0.152472113,0.056099044
CHD3,0,0,5.47,0.055135571,15.01,0.113129334,0.056088302
MT1F,0,0,0,0,22.32,0.168224299,0.056074766
SERTAD1,0,0,0,0,22.32,0.168224299,0.056074766
RSPO3,0,0,2.53,0.025501462,18.93,0.142674103,0.056058522
TLR6,0,0,6.97,0.070255015,12.99,0.097904733,0.056053249
TUBB2B,0,0,0,0,22.31,0.16814893,0.056049643
KANK2,0,0,5.14,0.051809293,15.43,0.116294845,0.056034713
TONSL,0,0,4.19,0.042233646,16.7,0.125866747,0.056033464
FAM167A,0,0,1.46,0.014716258,20.34,0.153301176,0.056005811
PIM1,0,0,2.43,0.024493499,19.04,0.143503166,0.055998888
PELI1,0,0,1.42,0.014313073,20.39,0.153678022,0.055997032
ESRRG,0,0,2.32,0.023384739,19.18,0.144558336,0.055981025
MIR345,0,0,1.85,0.018647314,19.8,0.149231233,0.055959516
NAIP1,0,0,0,0,22.27,0.167847453,0.055949151
MYH2,0,0,0,0,22.27,0.167847453,0.055949151
RPP25,0,0,1.52,0.015321036,20.23,0.152472113,0.05593105
PRL8A2,0,0,0,0,22.26,0.167772083,0.055924028
ICOS,0,0,7.29,0.073480496,12.51,0.094287006,0.055922501
RAB3GAP1,0,0,6.86,0.069146255,13.08,0.098583057,0.055909771
JMJD6,0,0,1.34,0.013506703,20.46,0.154205607,0.055904103
ARRDC2,0,0,1.16,0.01169237,20.7,0.156014471,0.05590228
DAPK2,0,0,0,0,22.25,0.167696714,0.055898905
HR,0,0,0,0,22.25,0.167696714,0.055898905
CHAC1,0,0,0,0,22.25,0.167696714,0.055898905
SEPTIN8,0,0,0,0,22.25,0.167696714,0.055898905
S100A14,0,0,0,0,22.25,0.167696714,0.055898905
CLIC4,0,0,0,0,22.25,0.167696714,0.055898905
SLC25A15,0,0,0,0,22.25,0.167696714,0.055898905
BORA,0,0,0,0,22.25,0.167696714,0.055898905
TBC1D2,0,0,0,0,22.25,0.167696714,0.055898905
PTGER3,0,0,0,0,22.25,0.167696714,0.055898905
TST,0,0,0,0,22.25,0.167696714,0.055898905
RNASET2,0,0,0,0,22.25,0.167696714,0.055898905
FGF6,0,0,0,0,22.24,0.167621345,0.055873782
PDE6B,0,0,0,0,22.24,0.167621345,0.055873782
DGCR6,0,0,0,0,22.24,0.167621345,0.055873782
DCTN6,0,0,0,0,22.24,0.167621345,0.055873782
PITPNM2,0,0,0,0,22.24,0.167621345,0.055873782
NDUFA4L2,0,0,0,0,22.24,0.167621345,0.055873782
ARHGAP30,0,0,0,0,22.24,0.167621345,0.055873782
ARID1B,0,0,9.77,0.098477976,9.17,0.069113657,0.055863878
FEM1B,0,0,0.92,0.009273259,21,0.15827555,0.055849603
SAMD12,0,0,0,0,22.23,0.167545975,0.055848658
DCLRE1B,0,0,0,0,22.23,0.167545975,0.055848658
KIAA1841,0,0,0,0,22.23,0.167545975,0.055848658
MIR663A,0,0,0,0,22.23,0.167545975,0.055848658
TIAF1,0,0,0,0,22.23,0.167545975,0.055848658
AMFR,0.01,0.014285714,2.62,0.026408628,16.83,0.126846548,0.055846963
AP2A2,0.01,0.014285714,2.68,0.027013406,16.73,0.126092855,0.055797325
LMO2,0,0,2.6,0.026207036,18.73,0.141166717,0.055791251
ZNRD1ASP,0.1,0.142857143,0,0,3.24,0.024419656,0.055758933
MYOM1,0,0,3.23,0.032557202,17.87,0.134684956,0.055747386
LRP12,0,0,5.06,0.051002923,15.42,0.116219475,0.055740799
DENND1A,0,0,1.81,0.018244129,19.76,0.148929756,0.055724628
NOCT,0,0,0,0,22.18,0.167169129,0.055723043
MTAP,0.01,0.014285714,8.46,0.085273662,8.97,0.067606271,0.055721882
CACNB3,0,0,3.16,0.031851628,17.95,0.135287911,0.05571318
RHBDF2,0,0,3.84,0.038705776,17.04,0.128429304,0.055711693
CLEC3B,0,0,2.35,0.023687128,19.02,0.143352427,0.055679852
GIGYF2,0,0,12.87,0.129724826,4.94,0.037232439,0.055652422
MEIS1,0,0,0,0,22.15,0.166943021,0.055647674
RAB6A,0,0,0,0,22.15,0.166943021,0.055647674
PIK3IP1,0,0,0,0,22.15,0.166943021,0.055647674
MYH1,0,0,0,0,22.15,0.166943021,0.055647674
PLBD1,0,0,0,0,22.15,0.166943021,0.055647674
HBA-A1,0,0,0,0,22.15,0.166943021,0.055647674
UBA52,0,0,0,0,22.15,0.166943021,0.055647674
TENM2,0,0,0,0,22.15,0.166943021,0.055647674
WWC1,0,0,0,0,22.15,0.166943021,0.055647674
JAG2,0,0,0,0,22.15,0.166943021,0.055647674
GABARAP,0,0,0,0,22.15,0.166943021,0.055647674
MIR331,0,0,5.78,0.058260256,14.42,0.108682544,0.0556476
AIG1,0,0,0,0,22.14,0.166867651,0.05562255
PRAG1,0,0,0,0,22.14,0.166867651,0.05562255
ART4,0,0,1.94,0.01955448,19.54,0.147271631,0.055608704
ST14,0.01,0.014285714,0,0,20.23,0.152472113,0.055585942
GREM2,0,0,2.45,0.024695091,18.84,0.141995779,0.055563623
CYGB,0,0,0,0,22.11,0.166641544,0.055547181
ABCA8,0,0,2.06,0.020764036,19.35,0.145839614,0.05553455
CGGBP1,0,0,1.12,0.011289185,20.6,0.155260778,0.055516654
CRADD,0,0,4.48,0.045156738,16.1,0.121344588,0.055500442
POMK,0,0,7.28,0.0733797,12.35,0.093081097,0.055486932
NEK8,0,0,12.17,0.122669086,5.81,0.043789569,0.055486218
TRPV5,0,0,0,0,22.08,0.166415436,0.055471812
EPG5,0,0,9.48,0.095554884,9.4,0.070847151,0.055467345
RAB3IL1,0,0,1.65,0.016631388,19.87,0.149758818,0.055463402
IGF2BP1,0,0,1.73,0.017437758,19.76,0.148929756,0.055455838
VSTM2L,0,0,0,0,22.07,0.166340066,0.055446689
GPR157,0,0,0,0,22.07,0.166340066,0.055446689
CSN3,0,0,0,0,22.07,0.166340066,0.055446689
MGRN1,0,0,0,0,22.07,0.166340066,0.055446689
TAFA5,0,0,0,0,22.07,0.166340066,0.055446689
N4BP3,0,0,0,0,22.07,0.166340066,0.055446689
CYP4F11,0,0,0,0,22.07,0.166340066,0.055446689
SNAI3,0,0,0,0,22.07,0.166340066,0.055446689
GPIHBP1,0.01,0.014285714,3.61,0.036387461,15.34,0.115616521,0.055429899
OSGEPL1,0,0,0,0,22.06,0.166264697,0.055421566
PTPRD,0,0,2.43,0.024493499,18.81,0.141769671,0.055421057
IRF6,0.01,0.014285714,0,0,20.16,0.151944528,0.055410081
WASF2,0,0,2.88,0.029029332,18.2,0.137172144,0.055400492
COL13A1,0,0,0,0,22.05,0.166189328,0.055396443
GPX8,0,0,0,0,22.05,0.166189328,0.055396443
SNRK,0,0,0,0,22.05,0.166189328,0.055396443
BCKDK,0,0,0,0,22.05,0.166189328,0.055396443
TIFA,0,0,0,0,22.05,0.166189328,0.055396443
PLPP2,0,0,0,0,22.05,0.166189328,0.055396443
BAMBI,0,0,0,0,22.04,0.166113958,0.055371319
CDC45,0,0,0,0,22.04,0.166113958,0.055371319
ERO1B,0,0,0,0,22.04,0.166113958,0.055371319
RAB38,0,0,0,0,22.04,0.166113958,0.055371319
GTF2E2,0,0,6.56,0.066122367,13.26,0.099939705,0.055354024
ALOX12B,0,0,6.26,0.063098478,13.66,0.102954477,0.055350985
SLC18A2,0,0,0,0,22.03,0.166038589,0.055346196
MSC,0,0,1.43,0.01441387,20.11,0.151567682,0.055327184
FADS3,0,0,3.28,0.033061183,17.63,0.132876093,0.055312425
PLK1,0,0,0,0,22.01,0.16588785,0.05529595
HEY1,0,0,2.25,0.022679165,18.99,0.143126319,0.055268495
ZFP36L2,0,0,2.15,0.021671202,19.12,0.14410612,0.055259107
ACOT1,0,0,1.45,0.014615462,20.05,0.151115466,0.055243643
GRIA3,0,0,0,0,21.98,0.165661743,0.055220581
SLC16A6,0,0,0,0,21.98,0.165661743,0.055220581
EXO1,0,0,0,0,21.98,0.165661743,0.055220581
DCLK1,0,0,0,0,21.98,0.165661743,0.055220581
ABCD3,0,0,0,0,21.98,0.165661743,0.055220581
RAD23B,0,0,1.58,0.015925814,19.86,0.149683449,0.055203088
TP63,0,0,0,0,21.97,0.165586373,0.055195458
EXOC6,0,0,1.65,0.016631388,19.76,0.148929756,0.055187048
APEH,0,0,2.68,0.027013406,18.38,0.138528791,0.055180732
GBP1,0,0,1.51,0.01522024,19.94,0.150286403,0.055168881
HIVEP2,0,0,6.25,0.062997682,13.6,0.102502261,0.055166648
CMAHP,0.1,0.142857143,0,0,3,0.022610793,0.055155979
ING1,0.01,0.014285714,3.4,0.034270739,15.51,0.116897799,0.055151417
SND1,0,0,0,0,21.95,0.165435635,0.055145212
TPBG,0,0,0,0,21.95,0.165435635,0.055145212
PPP2R5C,0,0,0,0,21.95,0.165435635,0.055145212
BIN1,0,0,0,0,21.95,0.165435635,0.055145212
GNAT1,0,0,0,0,21.95,0.165435635,0.055145212
KRT13,0,0,0,0,21.95,0.165435635,0.055145212
NCAPG,0,0,0,0,21.95,0.165435635,0.055145212
BCL6B,0,0,0,0,21.95,0.165435635,0.055145212
FAM149A,0,0,0,0,21.95,0.165435635,0.055145212
RPF2,0,0,0,0,21.95,0.165435635,0.055145212
SLC44A4,0,0,0,0,21.95,0.165435635,0.055145212
DEDD2,0,0,0,0,21.95,0.165435635,0.055145212
ANXA10,0,0,0,0,21.95,0.165435635,0.055145212
KRT16,0,0,0,0,21.95,0.165435635,0.055145212
TPCN1,0,0,0,0,21.95,0.165435635,0.055145212
ERAP1,0,0,0,0,21.95,0.165435635,0.055145212
POLR3D,0,0,0.91,0.009172462,20.73,0.156240579,0.05513768
NGEF,0,0,1.28,0.012901925,20.23,0.152472113,0.055124679
TFF2,0,0,0,0,21.94,0.165360265,0.055120088
AMBP,0,0,4.83,0.048684608,15.48,0.116671691,0.055118766
THSD7B,0,0,1.92,0.019352888,19.37,0.145990353,0.055114414
MICU1,0,0,12.65,0.127507308,5.02,0.037835393,0.055114234
PAK6,0,0,0,0,21.93,0.165284896,0.055094965
SERPINA12,0.01,0.014285714,4.22,0.042536035,14.39,0.108456437,0.055092729
NPNT,0,0,2.65,0.026711017,18.38,0.138528791,0.055079936
KCTD1,0,0,3.68,0.037093035,17,0.128127826,0.05507362
ESRRA,0,0,2.76,0.027819776,18.23,0.137398251,0.055072676
SLC30A10,0,0,8.54,0.086080032,10.5,0.079137775,0.055072602
U2AF2,0,0,0,0,21.92,0.165209527,0.055069842
GNG3,0,0,0,0,21.92,0.165209527,0.055069842
MBPA,0,0,0,0,21.92,0.165209527,0.055069842
MIR376A,0,0,0,0,21.92,0.165209527,0.055069842
MIR500,0,0,0,0,21.91,0.165134157,0.055044719
RUFY1,0,0,0,0,21.91,0.165134157,0.055044719
AMY1,0,0,0,0,21.91,0.165134157,0.055044719
VWA7,0,0,2.45,0.024695091,18.63,0.140413024,0.055036038
CCK,0,0,6.42,0.064711219,13.32,0.10039192,0.05503438
PHAX,0,0,0,0,21.9,0.165058788,0.055019596
PDE6D,0,0,0,0,21.9,0.165058788,0.055019596
CYP1A,0,0,0,0,21.9,0.165058788,0.055019596
CCDC88B,0,0,0,0,21.9,0.165058788,0.055019596
PFKMA,0,0,0,0,21.9,0.165058788,0.055019596
CHMP2B,0,0,0,0,21.9,0.165058788,0.055019596
CD47,0,0,2.31,0.023283943,18.81,0.141769671,0.055017871
SPAG5,0,0,0,0,21.89,0.164983419,0.054994473
FMO2,0,0,0,0,21.89,0.164983419,0.054994473
ARHGEF1,0,0,4.27,0.043040016,16.17,0.121872174,0.05497073
ZNF460,0,0,0,0,21.88,0.164908049,0.05496935
PYGB,0,0,7.85,0.079125088,11.38,0.085770274,0.054965121
GALNT11,0,0,4.94,0.049793368,15.26,0.115013566,0.054935645
BEND6,0,0,1.32,0.01330511,20.1,0.151492312,0.054932474
CDS1,0,0,0,0,21.86,0.164757311,0.054919104
PTPN12,0,0,0,0,21.86,0.164757311,0.054919104
TSPAN13,0,0,0,0,21.86,0.164757311,0.054919104
ST3GAL3,0,0,4.99,0.050297349,15.18,0.114410612,0.054902654
ARHGAP29,0,0,3.32,0.033464369,17.41,0.131217968,0.054894112
KIFC3,0,0,0,0,21.85,0.164681942,0.054893981
DAXX,0,0,0,0,21.85,0.164681942,0.054893981
TLE4,0,0,0,0,21.85,0.164681942,0.054893981
ELF1,0,0,0,0,21.85,0.164681942,0.054893981
SPTBN2,0,0,0,0,21.85,0.164681942,0.054893981
GRINA,0,0,0,0,21.85,0.164681942,0.054893981
SACS,0,0,0,0,21.85,0.164681942,0.054893981
CARD10,0,0,0,0,21.85,0.164681942,0.054893981
ATP6V1C2,0,0,1.56,0.015724221,19.76,0.148929756,0.054884659
SIRT6,0.01,0.014285714,5.15,0.05191009,13.06,0.098432318,0.054876041
ARHGEF18,0,0,4.24,0.042737627,16.17,0.121872174,0.054869934
TUBA1C,0,0,0,0,21.84,0.164606572,0.054868857
RRAD,0,0,0,0,21.84,0.164606572,0.054868857
LAMA5,0,0,2.35,0.023687128,18.69,0.14086524,0.054850789
UCN,0,0,3.98,0.040116924,16.51,0.12443473,0.054850551
CLEC11A,0,0,2.17,0.021872795,18.93,0.142674103,0.054848966
GJB3,0,0,0,0,21.83,0.164531203,0.054843734
AOX3,0,0,0,0,21.83,0.164531203,0.054843734
RRS1,0,0,2.07,0.020864832,19.06,0.143653904,0.054839579
CD79A,0,0,11.97,0.12065316,5.82,0.043864938,0.054839366
CSGALNACT2,0,0,1.37,0.013809092,19.99,0.15066325,0.054824114
NFE2,0,0,2.7,0.027214998,18.21,0.137247513,0.054820837
VPS13A,0,0,9.53,0.096058865,9.04,0.068133856,0.054730907
TNFRSF14,0,0,2.61,0.026307832,18.29,0.137850467,0.054719433
MAFG,0,0,0,0,21.78,0.164154356,0.054718119
ELOVL5,0,0,0,0,21.78,0.164154356,0.054718119
EHBP1L1,0,0,1.33,0.013405907,19.99,0.15066325,0.054689719
EEF1B2,0,0,0,0,21.76,0.164003618,0.054667873
PLIN4,0,0,0,0,21.76,0.164003618,0.054667873
TOPBP1,0,0,0,0,21.76,0.164003618,0.054667873
PZP,0,0,0,0,21.76,0.164003618,0.054667873
ZC3H12A,0,0,0,0,21.76,0.164003618,0.054667873
SERINC3,0,0,0,0,21.76,0.164003618,0.054667873
PPP1R7,0,0,0,0,21.75,0.163928248,0.054642749
AVPI1,0,0,0,0,21.75,0.163928248,0.054642749
CDCP1,0,0,0,0,21.75,0.163928248,0.054642749
PIGC,0,0,0,0,21.75,0.163928248,0.054642749
NUP62CL,0,0,0,0,21.75,0.163928248,0.054642749
CSN2,0,0,0,0,21.75,0.163928248,0.054642749
CHMP1A,0,0,0,0,21.75,0.163928248,0.054642749
MEX3B,0,0,0,0,21.75,0.163928248,0.054642749
LRRFIP2,0,0,0,0,21.75,0.163928248,0.054642749
ABHD17A,0,0,0,0,21.75,0.163928248,0.054642749
CMPK1,0,0,0,0,21.75,0.163928248,0.054642749
PRRC2C,0,0,0,0,21.75,0.163928248,0.054642749
SOX11,0,0,0,0,21.75,0.163928248,0.054642749
TBL3,0,0,2.04,0.020562443,19.02,0.143352427,0.05463829
FNDC4,0,0,1.65,0.016631388,19.54,0.147271631,0.05463434
HOPX,0,0,4.04,0.040721701,16.34,0.123153452,0.054625051
KLHDC7A,0,0,0,0,21.74,0.163852879,0.054617626
HS6ST3,0,0,0,0,21.74,0.163852879,0.054617626
BCL2L15,0,0,0,0,21.74,0.163852879,0.054617626
CBR2,0,0,0,0,21.74,0.163852879,0.054617626
SDR16C5,0,0,0,0,21.74,0.163852879,0.054617626
MLF1,0,0,2.44,0.024594295,18.46,0.139131746,0.054575347
LUM,0,0,2.82,0.028424554,17.95,0.135287911,0.054570822
TRHDE,0,0,0.74,0.007458926,20.73,0.156240579,0.054566502
PARS2,0,0,6.07,0.061183348,13.6,0.102502261,0.05456187
UBD,0,0,0,0,21.71,0.163626771,0.054542257
XPC,0,0,0,0,21.71,0.163626771,0.054542257
TRIP4,0,0,6.99,0.070456607,12.36,0.093156467,0.054537691
WDTC1,0,0,11.62,0.11712529,6.16,0.046427495,0.054517595
