num,Database,herb,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,Ingredient_Name
516,TCMID,chaihu,,5281331,Exist,++,CCC(C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C)C(C)C,,,,,spinasterol
517,TCMID,danggui,,1110,Exist,-+,C(CC(=O)O)C(=O)O,,"EGLN1,SUCNR1",SLC22A6,"EGLN1,SLC22A6,SUCNR1",succinicacid
518,TCMID,shengjiang,,11463,Exist,++,CC1=CCC(=C(C)C)CC1,,"NR1I2,ESR1",,"NR1I2,ESR1",terpinolene
519,TCMID,chaihu,,12389,Exist,++,CCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,tetradecane
520,TCMID,danggui,,12389,Exist,++,CCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,tetradecane
521,TCMID,shengjiang,,520384,,++,CC1C=CC2(C1C2)C(C)C,,,,,thujene
522,TCMID,chaihu,,6989,Exist,++,CC1=CC(=C(C=C1)C(C)C)O,,"TRPA1,CYP19A1",,"TRPA1,CYP19A1",thymol
523,TCMID,shengjiang,,79035,Exist,++,CC1(C2CC3C1(C3C2)C)C,,,,,tricyclene
524,TCMID,shengjiang,,442926,,++,CC(C)CC(=O)C1=C(C23CC(C(C2CC(=O)C3(C1=O)O)(C)C)C(=C)C)O,,,,,tricyclodehydroisohumulone
525,TCMID,danggui,,12388,Exist,++,CCCCCCCCCCCCC,,,SLC22A1,SLC22A1,tridecane
526,TCMID,chaihu,,6305,Exist,++,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,,"CASR,BAZ2B,CA14,CA6,CA1,CA3,CA9,CA5A,CA12,IDO1,CA4,AHR,CA2,GPR139,KYAT1,CA5B","HTR2B,HTR1D,ACE,HTR1E,HTR2A,HTR1A,HTR2C,HTR1B,TACR1","CASR,BAZ2B,HTR1D,ACE,CA14,CA6,HTR2A,HTR1A,CA3,CA1,CA9,CA5A,CA12,IDO1,TACR1,HTR2B,CA4,KYAT1,HTR1E,AHR,CA2,GPR139,HTR2C,HTR1B,CA5B",tryptophan
527,TCMID,danggui,,1174,Exist,++,C1=CNC(=O)NC1=O,,,,,uracil
528,TCMID,gancao,,1176,Exist,++,C(=O)(N)N,,"NR1I2,GLI3",,"NR1I2,GLI3",urea
529,TCMID,bohe,,6287,Exist,++,CC(C)C(C(=O)O)N,,,,,valine
530,TCMID,danggui,,1183,Exist,++,COC1=C(C=CC(=C1)C=O)O,,"ALDH5A1,ALDH1A1,ABAT","ALOX5,CA14,CA6,MAPT,CA1,GLO1,FOS,CA7,NFKB1,BACE1,EP300,F3,CA5B,CISD1,NFE2L2,CA9,CA5A,PTGES,CA12,ALPI,APP,CA13,MAOA,CA2","CISD1,ALOX5,ALDH1A1,CA14,CA6,MAPT,CA1,NFE2L2,CA9,CA5A,PTGES,GLO1,FOS,CA7,CA12,NFKB1,ALPI,APP,CA13,MAOA,BACE1,CA2,ALDH5A1,EP300,F3,CA5B,ABAT",vanillin
531,TCMID,chaihu,,61229,Exist,++,CC(=O)OC1=C(C=C(C=C1)C=O)OC,,,"NFKB1,JUN","NFKB1,JUN",vanillin acetate
532,TCMID,danggui,,61229,Exist,++,CC(=O)OC1=C(C=C(C=C1)C=O)OC,,,"NFKB1,JUN","NFKB1,JUN",vanillin acetate
533,TCMID,shengjiang,,31211,Exist,+-,CC(=O)CCC1=CC(=C(C=C1)O)OC,,"NFKBIA,SMAD2,JUN","MTNR1B,ALOX5,MTNR1A,TRPV1,MAOA,TAAR1","MTNR1B,ALOX5,NFKBIA,MTNR1A,SMAD2,JUN,TRPV1,MAOA,TAAR1",zingiberone
534,TCMID,danggui,,5319022,Exist,++,CCCC=C1C2=C(C=CCC2)C(=O)O1,,TRPA1,,TRPA1,z-ligustilide
535,TCMID,shengjiang,,6428488,,++,CC1CCC(=C2C1CCC(=C2)C)C(C)C,,,,,zonarene
536,TCMID,danggui,,90351,,+-,CC1CCC(C12CCC(=CC2)C)C(=C)C,,,,,alpha-acoradiene
537,TCMID,shengjiang,,86608,,++,CC1=CCC2CC1C2(C)CCC=C(C)C,,,,,alpha-bergamotene
538,TCMID,danggui,,6431015,,++,CC1CCC2C13CC=C(C(C3)C2(C)C)C,,,,,alpha-cedrene
539,TCMID,shengjiang,,19725,,++,CC1=CCC2C3C1C2(CCC3C(C)C)C,,,,,alpha-copaene
540,TCMID,chaihu,,442359,,++,CC1CCC(C2C13C2C(=CC3)C)C(C)C,,,,,alpha-cubebene
541,TCMID,shengjiang,,442359,,++,CC1CCC(C2C13C2C(=CC3)C)C(C)C,,,,,alpha-cubebene
542,TCMID,shengjiang,,92139,Exist,++,CC1=CC=C(C=C1)C(C)CCC=C(C)C,,,,,alpha-curcumene
543,TCMID,chaihu,,520957,,++,CC1=CCC2C3C1C2(CCCC3(C)C)C,,,,,alpha-longipinene
544,TCMID,shengjiang,,6654,Exist,++,CC1=CCC2CC1C2(C)C,,,,,alpha-pinene
545,TCMID,bohe,,6654,Exist,++,CC1=CCC2CC1C2(C)C,,,,,alpha-pinene
546,TCMID,chaihu,,5281331,Exist,++,CCC(C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C)C(C)C,,,,,alpha-spinasterol
547,TCMID,chaihu,,17100,Exist,++,CC1=CCC(CC1)C(C)(C)O,,NR1I2,,NR1I2,alpha-terpineol
548,TCMID,shengjiang,,17100,Exist,++,CC1=CCC(CC1)C(C)(C)O,,NR1I2,,NR1I2,alpha-terpineol
549,TCMID,bohe,,17100,Exist,++,CC1=CCC(CC1)C(C)(C)O,,NR1I2,,NR1I2,alpha-terpineol
550,TCMID,fuling,,92156,Exist,++,CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C)C)C)C,,,"PTPN1,AKR1B10,HSD11B1,HSD11B2,POLB,PTPN2,ACP1,F3,CES2","PTPN1,AKR1B10,HSD11B1,HSD11B2,POLB,PTPN2,ACP1,F3,CES2",beta-amyrin acetate
551,TCMID,danggui,,10104370,Exist,++,CC1=CCC(CC1)C(=C)CCC=C(C)C,,,,,beta-bisabolene
552,TCMID,shengjiang,,10104370,Exist,++,CC1=CCC(CC1)C(=C)CCC=C(C)C,,,,,beta-bisabolene
553,TCMID,shengjiang,,5281515,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,,beta-caryophyllene
554,TCMID,shengjiang,,11106485,,++,CC1CCC2C13CCC(=C)C(C3)C2(C)C,,,,,beta-cedrene
555,TCMID,danggui,,442353,,++,CC1=CCC2(CC1)C(=C)CCCC2(C)C,,,,,beta-chamigrene
556,TCMID,shengjiang,,6918391,Exist,++,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,,,,,beta-elemene
557,TCMID,shengjiang,,91457,Exist,++,CC12CCCC(=C)C1CC(CC2)C(C)(C)O,,,,,beta-eudesmol
558,TCMID,shengjiang,,6427888,,++,CC1(CC2(CC1C=C2)C)C,,,,,beta-fenchene
559,TCMID,danggui,,11142,Exist,++,CC(C)C1CCC(=C)C=C1,,,,,beta-phellandrene
560,TCMID,shengjiang,,11142,Exist,++,CC(C)C1CCC(=C)C=C1,,,,,beta-phellandrene
561,TCMID,baishao,,222284,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,"GSK3B,DPP4,POLB,PRKAG2,PRKAA1,PRKAB2,PRKAB1,PRKAA2,PRKAG1,F2,PRKAG3","NR1H3,RORC,NR1H2,ESR2,SHBG,AR,SREBF2,NPC1L1,ESR1,CYP17A1","GSK3B,PRKAG2,PRKAB2,PRKAA1,F2,PRKAG3,ESR1,DPP4,NR1H3,RORC,NR1H2,POLB,ESR2,SHBG,AR,SREBF2,PRKAB1,NPC1L1,PRKAA2,PRKAG1,CYP17A1",beta-sitosterol
562,TCMID,gancao,,222284,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,"GSK3B,DPP4,POLB,PRKAG2,PRKAA1,PRKAB2,PRKAB1,PRKAA2,PRKAG1,F2,PRKAG3","NR1H3,RORC,NR1H2,ESR2,SHBG,AR,SREBF2,NPC1L1,ESR1,CYP17A1","GSK3B,PRKAG2,PRKAB2,PRKAA1,F2,PRKAG3,ESR1,DPP4,NR1H3,RORC,NR1H2,POLB,ESR2,SHBG,AR,SREBF2,PRKAB1,NPC1L1,PRKAA2,PRKAG1,CYP17A1",beta-sitosterol
563,TCMID,danggui,,15558663,,++,CC1CCC(=C(C)C)C12CCC(=CC2)C,,,,,gamma-acoradiene
564,TCMID,shengjiang,,6432312,,++,CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C,,,,,gamma-elemene
565,TCMID,chaihu,,7742,Exist,++,CCCC1CCC(=O)O1,,,,,gamma-heptalactone
566,TCMID,chaihu,,7704,Exist,++,CCCCC1CCC(=O)O1,,,,,gamma-octalactone
567,TCMID,shengjiang,,7461,Exist,++,CC1=CCC(=CC1)C(C)C,,,,,gamma-terpinene
568,TCMID,shengjiang,,NO,,,,,,,,delta1(7)-menthene
569,TCMID,shengjiang,,NO,,,,,,,,delta3-menthene
106,Chemistry,baizhu,,3080635,Exist,++,CC1=COC2=C1CC3C(=C)CCCC3(C2)C,,ALOX5,,ALOX5,atractylone
107,Chemistry,chaihu,,19602,Exist,++,CCCCCC1=CC=CO1,,"RARA,PPARG,ESR2,NR3C1,HSPB1",,"RARA,PPARG,ESR2,NR3C1,HSPB1",2-pentylfuran
108,Chemistry,chaihu,,7704,Exist,++,CCCCC1CCC(=O)O1,,,,,4-octanolide
109,Chemistry,chaihu,,7704,Exist,++,CCCCC1CCC(=O)O1,,,,,gamma-octalactone
110,Chemistry,baishao,,10375422,,++,CC1(CC2C(CC1=O)C(=C)C(=O)O2)O,,,,,paeonilactone B
111,Chemistry,baishao,,10375422,,++,CC1(CC2C(CC1=O)C(=C)C(=O)O2)O,,,,,paeonilactone B
112,Chemistry,baishao,,10471123,,++,CC1(CC2C(CC1=O)C(C(=O)O2)COC(=O)C3=CC=CC=C3)O,,,,,paeonilactone C
113,Chemistry,baishao,,10081437,,++,CC1C2CC(=O)C(CC2OC1=O)(C)O,,,,,paeonilactone A
114,Chemistry,baishao,,70698143,,++,CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O,,,,,paeoniflorigenone
115,Chemistry,baizhu,,NO,,,,,,,,8beta-ethoxy atractylenolide ¢ó
116,Chemistry,baizhu,,NO,,,,,,,,8beta-ethoxyatractylenolide- II
117,Chemistry,baizhu,,NO,,,,,,,,atractylenolideIII
118,Chemistry,baizhu,,155948,Exist,++,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C,,,,,codonolactone
119,Chemistry,danggui,,190,Exist,++,C1=NC2=NC=NC(=C2N1)N,,"XDH,ESRRA,TARDBP,HTT,HSPB1,NR1I2",,"XDH,ESRRA,TARDBP,HTT,HSPB1,NR1I2",adenine
120,Chemistry,danggui,,190,Exist,++,C1=NC2=NC=NC(=C2N1)N,,"XDH,ESRRA,TARDBP,HTT,HSPB1,NR1I2",,"XDH,ESRRA,TARDBP,HTT,HSPB1,NR1I2",pedatisectine B
121,Chemistry,gancao,,185667,,++,CC1=C2CCCCC2=NC=C1,,,,,"5,6,7,8-tetrahydro-4-methylquinoline"
122,Chemistry,shengjiang,,849,Exist,++,C1CCNC(C1)C(=O)O,,,,,pipecolic acid
123,Chemistry,gancao,,5321849,,++,CC1=CC(=NC2=C1CCCC2)C,,,,,"5,6,7,8-tetrahydro-2,4-dimethylquinoline"
124,Chemistry,gancao,,11636,,++,CCCCCCCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,n-heptacosane
125,Chemistry,chaihu,,12398,Exist,++,CCCCCCCCCCCCCCCCC,,ESR1,SLC22A1,"ESR1,SLC22A1",heptadecane
126,Chemistry,chaihu,,12389,Exist,++,CCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,n-tetradecane
127,Chemistry,chaihu,,93071,,++,CCCCCC(C)CCCC,,,,,5-methyldecane
128,Chemistry,chaihu,,NO,,,,,,,,5-methyl-5-ethyldecane
129,Chemistry,chaihu,,41306,,++,CCCCCC(C)CCCC(C)CCC,,,,,"4,8-dimethyltridecane"
130,Chemistry,chaihu,,28469,,+-,CCCCCCCCCC(C)CC,,,,,3-methyldodecane
131,Chemistry,bohe,,11428,Exist,++,CCC(CC)O,,,,,3-pentanol
132,Chemistry,chaihu,,7802,,++,CCCCC(=O)CC,,,"CES1,CES2","CES1,CES2",3-heptanone
133,Chemistry,chaihu,,NO,,,,,,,,4-methyl-3-hetanone
134,Chemistry,chaihu,,11594,,++,CCCCCC(C)C,,,,,2-methylheptane
135,Chemistry,chaihu,,16319,,++,CCC(C)CCCC(C)C,,,,,"2,6-dimethyloctane"
136,Chemistry,chaihu,,91354,,++,CC1CCC2C1C3C(C3(C)C)CCC2=C,,,,,aromadendrene
137,Chemistry,chaihu,,92812,,++,CC1CCC2C1C3C(C3(C)C)CCC2(C)O,,,,,ledol
138,Chemistry,danggui,,6431015,,++,CC1CCC2C13CC=C(C(C3)C2(C)C)C,,,,,alpha-cedrene
139,Chemistry,danggui,,938,Exist,++,C1=CC(=CN=C1)C(=O)O,,"CYP3A4,APP,CYP2C19,HCAR1,CYP2C9,TRHR,HCAR3,CYP2D6,CYP1A2,HCAR2","KMO,SIRT2","CYP3A4,APP,CYP2C19,HCAR1,SIRT2,CYP2C9,TRHR,KMO,HCAR3,CYP2D6,CYP1A2,HCAR2",niacin
140,Chemistry,danggui,,938,Exist,++,C1=CC(=CN=C1)C(=O)O,,"CYP3A4,APP,CYP2C19,HCAR1,CYP2C9,TRHR,HCAR3,CYP2D6,CYP1A2,HCAR2","KMO,SIRT2","CYP3A4,APP,CYP2C19,HCAR1,SIRT2,CYP2C9,TRHR,KMO,HCAR3,CYP2D6,CYP1A2,HCAR2",nicotinic acid
141,Chemistry,gancao,,5481949,Exist,++,CC(=CCC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC4=C(C(=C3)O)OC(C=C4)(C)C)O)C,,PTPN1,PTPN1,PTPN1,gancaonin H
142,Chemistry,gancao,,NO,,,,,,,,"3-methyl-6,7,8-trihydropyrrolo[1,2-a]pyrimidin-3-one"
143,Chemistry,shengjiang,,142315,,++,CC1(C2C1CC(CC2)(C)O)C,,,,,3-caraneol
144,Chemistry,chaihu,,26049,Exist,++,CC1=CCC2C(C1)C2(C)C,,"NR1I2,GLI3",,"NR1I2,GLI3",3-carene
145,Chemistry,chaihu,,6616,Exist,++,CC1(C2CCC(C2)C1=C)C,,,,,camphene
146,Chemistry,shengjiang,,6616,Exist,++,CC1(C2CCC(C2)C1=C)C,,,,,camphene
147,Chemistry,danggui,,29025,Exist,++,CC1=CC(=O)C2CC1C2(C)C,,,,,verbenone
148,Chemistry,chaihu,,29025,Exist,++,CC1=CC(=O)C2CC1C2(C)C,,,,,verbenone
149,Chemistry,chaihu,,10582,Exist,++,CC1(C2CC=C(C1C2)CO)C,,,,,myrtenol
150,Chemistry,danggui,,6654,Exist,++,CC1=CCC2CC1C2(C)C,,,,,alpha-pinene
151,Chemistry,bohe,,6654,Exist,++,CC1=CCC2CC1C2(C)C,,,,,alpha-pinene
152,Chemistry,chaihu,,14896,Exist,++,CC1(C2CCC(=C)C1C2)C,,,,,beta-pinene
153,Chemistry,shengjiang,,14896,Exist,++,CC1(C2CCC(=C)C1C2)C,,,,,beta-pinene
154,Chemistry,bohe,,14896,Exist,++,CC1(C2CCC(=C)C1C2)C,,,,,beta-pinene
155,Chemistry,chaihu,,28930,,++,CC1(C2CCC1C(=C)C2)C,,,,,alpha-fenchene
156,Chemistry,chaihu,,NO,,,,,,,,alpha-santene
157,Chemistry,shengjiang,,2758,Exist,++,CC1(C2CCC(O1)(CC2)C)C,,AHR,,AHR,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane"
158,Chemistry,chaihu,,2758,Exist,++,CC1(C2CCC(O1)(CC2)C)C,,AHR,,AHR,cineole
159,Chemistry,bohe,,2758,Exist,++,CC1(C2CCC(O1)(CC2)C)C,,AHR,,AHR,cineole
160,Chemistry,chaihu,,6321405,Exist,++,CC1(C2CCC1(C(C2)O)C)C,,NR1I3,,NR1I3,isoborneol
161,Chemistry,shengjiang,,11142,Exist,++,CC(C)C1CCC(=C)C=C1,,,,,beta-phellandrene
162,Chemistry,chaihu,,5281520,Exist,++,CC1=CCC(C=CCC(=CCC1)C)(C)C,,,,,humulene
163,Chemistry,baizhu,,5281520,Exist,++,CC1=CCC(C=CCC(=CCC1)C)(C)C,,,,,alpha-humulene
164,Chemistry,baizhu,,NO,,,,,,,,alpha-curcumene( S-)
165,Chemistry,shengjiang,,NO,,,,,,,,alpha-curcumene( S-)
166,Chemistry,baizhu,,NO,,,,,,,,alpha-curcumene( R-)
167,Chemistry,shengjiang,,NO,,,,,,,,alpha-curcumene( R-)
168,Chemistry,danggui,,86895,,++,CC1=CC=C(C=C1)C2(CCCC2(C)C)C,,,,,cuparene
169,Chemistry,chaihu,,11230,Exist,++,CC1=CCC(CC1)(C(C)C)O,,,,,4-terpineol
170,Chemistry,chaihu,,7118,Exist,++,COC1=C(C=C(C=C1)CO)OC,,,,,veratryl alcohol
171,Chemistry,gancao,,503731,Exist,++,CC(=CCC1=C(C2=C(C=C1O)OC(=C2)C3=C(C=C(C=C3)O)O)OC)C,,,,,licocoumarone
172,Chemistry,danggui,,NO,,,,,,,,beta-ocimene- X
173,Chemistry,danggui,,460,Exist,++,COC1=CC=CC=C1O,,"CA2,TP53","CA7,CA14,CA2,CA9,CA12","CA7,CA14,CA2,CA9,TP53,CA12",guaiacol
174,Chemistry,chaihu,,460,Exist,++,COC1=CC=CC=C1O,,"CA2,TP53","CA7,CA14,CA2,CA9,CA12","CA7,CA14,CA2,CA9,TP53,CA12",o-methoxyphenol
175,Chemistry,danggui,,335,Exist,++,CC1=CC=CC=C1O,,,,,o-cresol
176,Chemistry,bohe,,1254,Exist,++,CC1CCC(C(C1)O)C(C)C,,"TRPM8,TRPA1",,"TRPM8,TRPA1",menthol
177,Chemistry,chaihu,,6989,Exist,++,CC1=CC(=C(C=C1)C(C)C)O,,"TRPA1,CYP19A1",,"TRPA1,CYP19A1",thymol
178,Chemistry,danggui,,10687,Exist,++,CC1=C(C(=CC=C1)O)C,,"AR,PGR",,"AR,PGR","2,3-dimethylphenol"
179,Chemistry,gancao,,354368,Exist,++,CC1=C(C(=O)C2=C(O1)C=C(C=C2)OC)C3=CC=CC=C3,,"TARDBP,CYP2C19,CYP1A2","CYP19A1,MAOA,TNKS,CYP1A2,CA1","CYP2C19,CYP19A1,MAOA,TNKS,TARDBP,CYP1A2,CA1",7-methoxy-2-methylisoflavone
180,Chemistry,chaihu,,7438,Exist,++,CC1=CCC(CC1O)C(=C)C,,"NR1I2,PGR",,"NR1I2,PGR",carveol
181,Chemistry,danggui,,642376,Exist,++,CCCC=C1C2=CC=CC=C2C(=O)O1,,TRPA1,,TRPA1,butylidenephthalide
182,Chemistry,danggui,,5319022,Exist,++,CCCC=C1C2=C(C=CCC2)C(=O)O1,,TRPA1,,TRPA1,ligustilide
183,Chemistry,danggui,,NO,,,,,,,,ligustilide dimer
184,Chemistry,chaihu,,13965088,,++,CCCC=C1C2=C(C(C(CC2)O)O)C(=O)O1,,,,,senkyunolide H
185,Chemistry,gancao,,5319666,Exist,++,CC(=CCC1=C(C=C2C(=C1OC)C3=C(C4=C(O3)C=C(C=C4)O)C(=O)O2)OC)C,,,,,3-O-methylglycyrol
186,Chemistry,chaihu,,7439,Exist,++,CC1=CCC(CC1=O)C(=C)C,,,,,carvone
187,Chemistry,danggui,,136330,Exist,++,CC1=CC=CC(CC1=O)(C)C,,,,,eucarvone
188,Chemistry,danggui,,10364,Exist,++,CC1=C(C=C(C=C1)C(C)C)O,,"TRPA1,PTGS1","RNASEH1,TRPA1,PTGS1","RNASEH1,TRPA1,PTGS1",carvacrol
189,Chemistry,chaihu,,10364,Exist,++,CC1=C(C=C(C=C1)C(C)C)O,,"TRPA1,PTGS1","RNASEH1,TRPA1,PTGS1","RNASEH1,TRPA1,PTGS1",carvacrol
190,Chemistry,bohe,,538920,,++,CC1=CCC(CC1=O)C(C)(C)OC(=O)C,,,,,8-acetoxycarvotanacetone
191,Chemistry,chaihu,,442495,Exist,++,CC1CCC(=C(C)C)C(=O)C1,,,,,pulegone
192,Chemistry,bohe,,442495,Exist,++,CC1CCC(=C(C)C)C(=O)C1,,,,,pulegone
193,Chemistry,danggui,,1174,Exist,++,C1=CNC(=O)NC1=O,,,,,uracil
194,Chemistry,bohe,,6986,Exist,++,CC1CCC(C(=O)C1)C(C)C,,,,,isomenthone
195,Chemistry,chaihu,,26447,Exist,++,CC1CCC(C(=O)C1)C(C)C,,GLI3,,GLI3,menthone
196,Chemistry,bohe,,26447,Exist,++,CC1CCC(C(=O)C1)C(C)C,,GLI3,,GLI3,menthone
197,Chemistry,shengjiang,,16441,Exist,++,CC(=C)C1CCC(=CC1)C=O,,TRPA1,,TRPA1,perillaldehyde
198,Chemistry,chaihu,,22311,Exist,++,CC1=CCC(CC1)C(=C)C,,"NFE2L2,AR",,"NFE2L2,AR",dipentene
199,Chemistry,bohe,,22311,Exist,++,CC1=CCC(CC1)C(=C)C,,"NFE2L2,AR",,"NFE2L2,AR",dipentene
200,Chemistry,chaihu,,22311,Exist,++,CC1=CCC(CC1)C(=C)C,,"NFE2L2,AR",,"NFE2L2,AR",limonene
201,Chemistry,bohe,,22311,Exist,++,CC1=CCC(CC1)C(=C)C,,"NFE2L2,AR",,"NFE2L2,AR",limonene
202,Chemistry,baizhu,,5318102,,++,CC1=CCC(C=CCC(=C)CCC1)(C)C,,,,,beta-humulene
203,Chemistry,chaihu,,66841,,++,CC(C)C1=CCC(=C)CC1,,,,,beta-terpinene
204,Chemistry,chaihu,,66841,,++,CC(C)C1=CCC(=C)CC1,,,,,beta-terpinene
205,Chemistry,danggui,,10104370,Exist,++,CC1=CCC(CC1)C(=C)CCC=C(C)C,,,,,beta-bisabolene
206,Chemistry,chaihu,,10104370,Exist,++,CC1=CCC(CC1)C(=C)CCC=C(C)C,,,,,beta-bisabolene
207,Chemistry,shengjiang,,10104370,Exist,++,CC1=CCC(CC1)C(=C)CCC=C(C)C,,,,,beta-bisabolene
208,Chemistry,danggui,,442393,Exist,++,CC(=C)C1CCC2(CCCC(=C)C2C1)C,,,,,beta-selinene
209,Chemistry,gancao,,12407,Exist,++,CCCCCCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,n-hexacosane
210,Chemistry,gancao,,12534,Exist,++,CCCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,n-tricosane
211,Chemistry,chaihu,,12388,Exist,++,CCCCCCCCCCCCC,,,SLC22A1,SLC22A1,n-tridecane
212,Chemistry,danggui,,20861,Exist,++,CCC1=CC=C(C=C1)C=O,,,,,p-ethylbenzaldehyde
213,Chemistry,danggui,,1183,Exist,++,COC1=C(C=CC(=C1)C=O)O,,"ALDH5A1,ALDH1A1,ABAT","ALOX5,CA14,CA6,MAPT,CA1,GLO1,FOS,CA7,NFKB1,BACE1,EP300,F3,CA5B,CISD1,NFE2L2,CA9,CA5A,PTGES,CA12,ALPI,APP,CA13,MAOA,CA2","CISD1,ALOX5,ALDH1A1,CA14,CA6,MAPT,CA1,NFE2L2,CA9,CA5A,PTGES,GLO1,FOS,CA7,CA12,NFKB1,ALPI,APP,CA13,MAOA,BACE1,CA2,ALDH5A1,EP300,F3,CA5B,ABAT",vanillin
214,Chemistry,baizhu,,750,Exist,++,C(C(=O)O)N,,"GRIN1,CYP3A4,GRIN2B,SLC6A9,CYP2C19,CYP2C9,CYP2D6,GRIN2C,CYP1A2,GRIN2A",,"CYP3A4,GRIN1,GRIN2B,SLC6A9,CYP2C19,CYP2C9,CYP2D6,GRIN2C,CYP1A2,GRIN2A",glycine
215,Chemistry,danggui,,750,Exist,++,C(C(=O)O)N,,"GRIN1,CYP3A4,GRIN2B,SLC6A9,CYP2C19,CYP2C9,CYP2D6,GRIN2C,CYP1A2,GRIN2A",,"CYP3A4,GRIN1,GRIN2B,SLC6A9,CYP2C19,CYP2C9,CYP2D6,GRIN2C,CYP1A2,GRIN2A",glycine
216,Chemistry,bohe,,750,Exist,++,C(C(=O)O)N,,"GRIN1,CYP3A4,GRIN2B,SLC6A9,CYP2C19,CYP2C9,CYP2D6,GRIN2C,CYP1A2,GRIN2A",,"CYP3A4,GRIN1,GRIN2B,SLC6A9,CYP2C19,CYP2C9,CYP2D6,GRIN2C,CYP1A2,GRIN2A",glycine
217,Chemistry,chaihu,,8892,Exist,++,CCCCCC(=O)O,,ESRRA,"HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PPARA,FABP4,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","FFAR4,FABP4,SLC22A8,FABP3,TLR2,HMGCR,ESRRA,SLC22A6,OXER1,PPARG,PPARA,PPARD,CES1,PLA2G4A,CES2",caproic acid
218,Chemistry,chaihu,,7991,Exist,++,CCCCC(=O)O,,"FFAR3,FFAR2,ESR1","HMGCR,SLC22A6,TLR2,FABP3,PPARG,PPARA,SLC22A8,CES1,CES2","FFAR2,TLR2,HMGCR,SLC22A6,FABP3,PPARG,FFAR3,PPARA,CES2,SLC22A8,CES1,ESR1",valeric acid
219,Chemistry,gancao,,42607649,,++,CC1(C=CC2=CC(=C(C=C2O1)O)C(=O)CC(=O)C3=CC4=C(C=C3)OC(C=C4)(C)C)C,,,,,glyinflanin D
220,Chemistry,bohe,,7150,Exist,++,COC(=O)C1=CC=CC=C1,,,"CA7,HSP90AA1,CA14,SLC6A3,CA2,CA1,CA9,SENP7,CA12","CA7,SLC6A3,HSP90AA1,CA14,CA2,CA1,CA9,SENP7,CA12",methyl benzoate
221,Chemistry,baishao,,243,Exist,++,C1=CC=C(C=C1)C(=O)O,,"DAO,ACHE,ESR1,ESRRA","CA7,CA4,CA14,CA3,SRD5A2,CA6,CES1,AKR1C3,AKR1C2,CA2,CA1,CA9,CA5A,CA5B,CES2,CA12","DAO,CA14,ACHE,SRD5A2,CA6,AKR1C3,CA1,CA3,CA5A,CA9,ESR1,CA12,CA7,CA4,ESRRA,CA2,CES1,CA5B,CES2,AKR1C2",benzoic acid
222,Chemistry,danggui,,445858,Exist,++,COC1=C(C=CC(=C1)C=CC(=O)O)O,,"CA7,CA4,APP,CA14,CA3,FXN,CA6,CA2,CA1,CA9,CA5A,CA5B,GFER,CA12","ALOX5,CA14,JUN,CA6,TRPV1,MAPT,CA3,CA1,MAOB,ALOX15,GLO1,FOS,CA7,PTPN1,NFKB1,CA4,MMP9,BACE1,EP300,F3,CA5B,CISD1,TTR,PTGS1,IKBKG,MET,NFE2L2,CA9,CA5A,PTGES,CA12,MMP2,ALPI,APP,CA13,MAOA,CA2,MMP1,TLR9","ALOX5,CA14,JUN,CA6,TRPV1,MAPT,TLR9,CA3,CA1,ALOX15,MAOB,GLO1,FOS,CA7,PTPN1,NFKB1,CA4,MMP9,BACE1,EP300,F3,CA5B,CISD1,TTR,PTGS1,FXN,IKBKG,MET,NFE2L2,CA9,CA5A,PTGES,CA12,MMP2,ALPI,APP,CA13,MAOA,CA2,MMP1,GFER",ferulic acid
223,Chemistry,baishao,,11092,Exist,++,CC(=O)C1=C(C=C(C=C1)OC)O,,"HPGD,CYP3A4","CYP2C19,CYP1A2","HPGD,CYP3A4,CYP2C19,CYP1A2",paeonol
